µÿ√Êa.bmp
220
16,1,6,2426,2793,30,
2,1,3,1381,2810,80,
5,2,0,51,598,97,
39,1,3,1416,385,121,
57,1,3,1238,1628,124,
11,1,3,1395,1463,139,
21,1,3,1324,781,155,
6,2,0,89,605,149,
140,1,4,1624,1660,151,
0,0,1,659,349,158,
4,1,3,1314,1621,194,
10,2,0,89,604,200,
12,2,0,8,317,242,
14,2,0,89,604,247,
15,2,0,17,428,256,
17,2,0,-1,400,270,
19,2,0,21,197,292,
20,2,0,89,606,294,
83,1,3,1372,2296,297,
33,1,3,1268,2233,318,
23,2,0,89,603,341,
3,1,3,1255,2376,384,
131,1,5,2076,390,380,
24,2,0,89,604,390,
27,2,0,88,163,417,
26,2,0,88,54,418,
28,2,0,88,269,418,
29,2,0,88,374,418,
30,2,0,88,551,420,
32,2,0,50,615,427,
122,1,6,2492,423,436,
125,1,2,818,2965,480,
9,1,3,1222,2575,484,
202,1,4,1616,491,499,
34,1,3,1376,2778,566,
40,2,0,60,998,589,
41,2,0,64,940,591,
42,2,0,65,904,592,
43,2,0,64,771,593,
44,2,0,64,810,593,
45,2,0,65,648,594,
46,2,0,63,856,596,
47,2,0,64,1222,598,
48,2,0,64,1023,598,
50,2,0,69,721,599,
51,2,0,64,1097,599,
49,2,0,64,1060,599,
52,2,0,63,1162,601,
54,2,0,50,655,612,
36,1,3,1392,2122,626,
55,2,0,64,1221,633,
123,1,2,846,2582,665,
124,1,2,858,2626,665,
58,2,0,62,1236,670,
7,1,3,1343,996,681,
155,1,2,914,2794,684,
59,2,0,49,614,695,
60,2,0,38,738,700,
62,2,0,94,960,720,
65,2,0,63,1235,720,
61,2,0,94,1053,722,
63,2,0,93,862,725,
114,1,0,16,1482,728,
31,1,2,852,1778,740,
69,1,5,2023,45,754,
67,2,0,31,757,762,
68,2,0,77,1215,779,
70,2,0,13,738,805,
72,2,0,58,611,817,
143,1,0,47,1309,825,
73,2,0,78,1216,833,
22,1,4,1766,1277,840,
74,2,0,20,1041,857,
75,2,0,80,899,858,
77,2,0,81,1100,862,
139,1,2,903,2450,862,
76,2,0,14,964,862,
78,2,0,76,1138,865,
79,2,0,12,812,875,
80,2,0,59,611,881,
81,2,0,75,1203,883,
144,1,5,2117,762,887,
64,1,3,1223,1478,914,
142,1,1,516,1222,922,
178,1,6,2501,1965,921,
66,1,5,2048,418,932,
84,2,0,69,642,934,
85,2,0,65,929,975,
86,2,0,64,969,978,
87,2,0,62,719,979,
88,2,0,62,861,982,
89,2,0,63,1081,985,
90,2,0,63,1025,985,
91,2,0,62,1153,987,
96,1,3,1322,1666,994,
92,2,0,61,777,988,
93,2,0,63,636,989,
25,1,3,1265,950,1005,
82,1,3,1252,492,1019,
95,1,1,521,2583,1067,
38,1,0,106,2884,1100,
8,1,3,1373,759,1116,
134,1,0,61,1766,1135,
98,2,0,44,1767,1161,
99,2,0,43,1664,1172,
100,2,0,47,1936,1174,
102,2,0,46,1844,1190,
103,2,0,41,1566,1195,
104,2,0,49,2171,1196,
105,2,0,48,2040,1200,
106,2,0,53,2240,1200,
107,2,0,45,1729,1210,
94,1,3,1219,2811,1213,
108,2,0,58,2449,1214,
109,2,0,40,1497,1219,
110,2,0,51,2327,1227,
111,2,0,59,2563,1231,
1,1,3,1304,2370,1249,
112,2,0,39,1409,1254,
147,1,5,2051,1178,1267,
120,1,2,885,2502,1308,
115,2,0,50,2101,1318,
204,1,4,1618,40,1326,
118,2,0,57,2446,1344,
219,1,6,2447,2623,1350,
177,1,5,2029,2037,1353,
119,2,0,54,2204,1354,
37,1,6,2433,3036,1361,
121,2,0,56,2288,1385,
136,1,2,857,452,1401,
165,1,0,88,2837,1407,
150,1,4,1621,509,1411,
196,1,3,1356,2181,1428,
137,1,5,2095,979,1459,
56,1,3,1327,40,1469,
53,1,1,596,2987,1507,
129,1,4,1721,1297,1541,
141,1,0,12,40,1556,
35,1,1,437,2088,1578,
71,1,3,1219,2777,1596,
117,1,0,27,3159,1612,
152,1,0,74,1216,1634,
173,1,2,881,1543,1654,
132,1,2,912,2422,1660,
18,1,3,1336,631,1700,
113,1,0,50,2867,1700,
146,1,4,1733,1530,1751,
174,1,1,531,1678,1762,
207,1,2,839,2949,1824,
151,1,3,1333,1321,1831,
153,1,6,2474,208,1835,
135,1,3,1278,1379,1876,
203,1,6,2508,2193,1932,
128,1,4,1721,612,1952,
116,1,0,52,784,1972,
156,1,0,65,2875,1975,
201,1,6,2416,1404,1980,
101,1,2,914,3142,1994,
157,2,0,73,2827,1993,
158,2,0,73,3081,1996,
159,2,0,75,2883,1996,
161,2,0,75,2939,1998,
160,2,0,74,2757,1998,
162,2,0,74,3009,1999,
163,2,0,72,2682,1999,
133,1,1,541,49,2001,
166,2,0,20,2608,2016,
127,1,0,42,791,2027,
167,2,0,73,2356,2030,
168,2,0,75,2205,2032,
164,1,2,848,1104,2036,
169,2,0,73,2433,2034,
208,1,4,1618,180,2036,
172,2,0,74,2282,2039,
171,2,0,73,2491,2039,
170,2,0,75,2560,2039,
197,1,2,895,3078,2050,
148,1,6,2422,2304,2070,
175,2,0,77,2578,2091,
176,2,0,73,2204,2094,
126,1,2,855,2686,2097,
198,1,2,894,2675,2112,
180,1,4,1617,44,2117,
179,2,0,76,2575,2122,
183,2,0,73,3079,2144,
185,2,0,73,2199,2148,
186,2,0,73,2940,2149,
187,2,0,74,3008,2149,
188,2,0,75,2700,2150,
189,2,0,73,2763,2151,
190,2,0,72,3161,2152,
191,2,0,75,2825,2152,
192,2,0,75,2884,2153,
193,2,0,64,2667,2154,
194,2,0,76,2574,2155,
182,1,1,438,358,2166,
199,2,0,80,2579,2182,
149,1,5,2087,458,2182,
200,2,0,0,2194,2192,
195,1,2,909,1790,2211,
138,1,0,42,891,2220,
97,1,5,2070,2302,2219,
205,2,0,78,2576,2243,
206,2,0,0,2191,2244,
130,1,1,437,1543,2265,
209,2,0,15,2148,2289,
210,2,0,63,2714,2296,
211,2,0,73,3123,2296,
213,2,0,60,2790,2298,
212,2,0,63,3069,2298,
214,2,0,66,2892,2299,
215,2,0,78,2575,2303,
216,2,0,68,2987,2304,
217,2,0,72,2644,2307,
181,1,6,2504,2876,2323,
184,1,0,100,545,2335,
218,2,0,20,2132,2340,
145,1,4,1623,2813,2341,
154,1,4,1762,314,2356,
220,2,0,17,2150,2395,
